customer_id,location,segment,signup_date
96,Pune,Business,2025-01-22 06:10:36
97,Lucknow,Regular,2021-05-14 12:32:09
98,Ahmedabad,Regular,2022-08-15 02:02:50
99,Bengaluru,Prime,2023-12-30 16:39:11
100,Hyderabad,Regular,2020-10-19 13:32:49
101,Bengaluru,Regular,2023-02-20 00:41:48
102,Pune,Regular,2025-05-03 06:52:29
103,Lucknow,Regular,2021-02-04 20:12:25
104,Ahmedabad,Prime,2025-05-21 17:25:05
105,Remote,Regular,2022-10-11 23:43:47
106,Hyderabad,Regular,2020-11-01 20:25:09
107,Mumbai,Prime,2023-04-14 06:45:13
108,Ahmedabad,Business,2024-01-09 20:20:51
109,Ahmedabad,Prime,2021-09-24 20:04:13
110,Pune,Prime,2020-07-03 15:52:49
111,Ahmedabad,Regular,2020-06-09 17:27:44
112,Lucknow,Business,2024-07-28 21:08:11
113,Delhi,Prime,2024-05-28 06:23:03
114,Lucknow,Prime,2022-09-17 20:12:02
115,Mumbai,Regular,2021-06-14 10:27:45
116,Delhi,Regular,2025-07-31 12:56:43
117,Ahmedabad,Regular,2020-04-15 02:32:17
118,Ahmedabad,Prime,2021-03-23 04:13:31
119,Hyderabad,Regular,2023-07-15 02:56:22
120,Ahmedabad,Prime,2020-09-08 08:01:58
121,Kolkata,Regular,2024-04-06 20:27:05
122,Mumbai,Regular,2022-10-02 05:03:32
123,Chennai,Prime,2022-05-23 13:33:40
124,Remote,Prime,2020-06-21 15:10:51
125,Hyderabad,Regular,2025-07-31 08:21:58
126,Bengaluru,Prime,2022-03-31 04:16:58
127,Delhi,Prime,2021-02-22 17:16:26
128,Chennai,Regular,2021-09-04 18:42:51
129,Remote,Prime,2022-06-29 17:37:26
130,Ahmedabad,Regular,2024-07-07 04:49:00
131,Lucknow,Prime,2025-02-10 17:47:06
132,Kolkata,Regular,2022-10-06 10:57:26
133,Delhi,Regular,2024-10-28 06:11:51
134,Delhi,Regular,2020-01-14 19:58:42
135,Delhi,Regular,2023-02-24 13:25:26
136,Mumbai,Regular,2024-05-22 14:32:18
137,Delhi,Regular,2022-10-19 11:13:26
138,Hyderabad,Regular,2020-08-05 07:37:23
139,Remote,Regular,2020-08-06 09:20:40
140,Lucknow,Regular,2022-05-12 22:46:21
141,Hyderabad,Regular,2021-11-11 23:01:23
142,Hyderabad,Regular,2024-07-27 02:46:24
143,Kolkata,Regular,2020-06-09 04:53:36
144,Lucknow,Regular,2025-05-20 13:12:28
145,Kolkata,Business,2022-05-25 09:58:46
146,Delhi,Regular,2025-03-25 07:29:29
147,Delhi,Regular,2020-07-17 03:38:12
148,Hyderabad,Regular,2023-03-09 14:15:01
149,Hyderabad,Regular,2020-12-25 18:12:24
150,Delhi,Regular,2024-10-11 09:01:19
151,Pune,Prime,2025-06-05 12:38:25
152,Remote,Regular,2023-10-10 02:36:44
153,Mumbai,Regular,2023-12-23 17:54:10
154,Chennai,Regular,2024-12-11 19:15:55
155,Ahmedabad,Regular,2024-05-14 10:04:25
156,Bengaluru,Regular,2020-06-22 12:48:36
157,Lucknow,Regular,2024-01-08 09:31:06
158,Kolkata,Prime,2022-10-11 08:43:50
159,Lucknow,Prime,2025-03-08 10:40:01
160,Delhi,Prime,2022-01-13 19:50:27
161,Chennai,Regular,2020-10-14 23:19:22
162,Bengaluru,Regular,2022-12-23 17:18:01
163,Hyderabad,Regular,2021-04-28 19:40:34
164,Hyderabad,Prime,2021-10-31 10:06:43
165,Kolkata,Regular,2022-03-20 17:57:47
166,Remote,Regular,2020-09-15 17:03:11
167,Ahmedabad,Regular,2025-05-11 04:58:58
168,Remote,Regular,2024-04-22 15:58:35
169,Chennai,Prime,2022-05-04 12:37:45
170,Remote,Regular,2020-07-12 15:10:31
171,Kolkata,Regular,2024-02-27 17:23:32
172,Bengaluru,Prime,2021-10-11 09:16:30
173,Bengaluru,Prime,2021-08-06 17:45:57
174,Bengaluru,Business,2022-04-06 04:18:47
175,Hyderabad,Regular,2020-08-16 09:42:14
176,Pune,Regular,2023-02-10 00:05:11
177,Chennai,Regular,2020-10-29 04:00:37
178,Ahmedabad,Regular,2023-10-12 15:14:53
179,Chennai,Prime,2021-07-04 21:38:01
180,Chennai,Prime,2024-08-16 15:01:06
181,Remote,Regular,2020-07-16 00:48:06
182,Mumbai,Regular,2020-05-03 15:17:00
183,Chennai,Prime,2023-03-26 00:11:28
184,Kolkata,Regular,2024-12-09 15:36:39
185,Mumbai,Regular,2020-05-13 11:37:58
186,Pune,Business,2022-10-04 00:21:41
187,Kolkata,Regular,2022-10-23 17:34:40
188,Chennai,Prime,2025-02-04 01:29:31
189,Lucknow,Prime,2020-08-22 16:37:57
190,Hyderabad,Business,2024-01-17 05:53:22
191,Remote,Regular,2023-12-12 00:20:32
192,Delhi,Business,2023-11-04 23:36:43
193,Ahmedabad,Regular,2022-11-10 23:24:59
194,Ahmedabad,Regular,2020-02-15 15:44:13
195,Kolkata,Regular,2023-01-09 07:16:38
196,Ahmedabad,Regular,2023-07-31 20:45:31
197,Mumbai,Business,2020-10-03 13:40:46
198,Bengaluru,Prime,2024-11-19 11:30:08
199,Lucknow,Regular,2024-01-13 15:07:33
200,Delhi,Regular,2021-10-26 18:05:06
201,Ahmedabad,Regular,2021-11-23 11:27:52
202,Ahmedabad,Regular,2023-04-21 06:59:08
203,Kolkata,Regular,2023-03-12 23:57:11
204,Chennai,Prime,2020-09-11 11:12:55
205,Hyderabad,Prime,2024-05-11 21:42:27
206,Remote,Regular,2024-06-07 18:55:24
207,Remote,Regular,2021-10-17 15:31:45
208,Remote,Prime,2020-12-09 00:25:27
209,Remote,Regular,2020-10-27 12:47:11
210,Pune,Prime,2025-01-09 02:15:32
211,Delhi,Prime,2022-05-23 02:52:00
212,Chennai,Regular,2023-03-30 15:06:55
213,Hyderabad,Regular,2025-05-08 00:37:44
214,Hyderabad,Regular,2024-10-06 13:42:19
215,Kolkata,Regular,2025-06-14 17:21:34
216,Lucknow,Prime,2025-05-08 02:07:16
217,Ahmedabad,Regular,2025-04-10 03:24:46
218,Ahmedabad,Regular,2020-04-10 07:35:32
219,Chennai,Business,2022-08-20 05:12:45
220,Pune,Regular,2020-06-21 23:07:03
221,Mumbai,Prime,2022-03-20 09:58:58
222,Bengaluru,Prime,2020-07-08 00:00:04
223,Chennai,Regular,2023-12-16 07:24:45
224,Mumbai,Regular,2020-07-24 00:04:08
225,Bengaluru,Prime,2020-05-01 11:01:10
226,Hyderabad,Prime,2020-03-26 15:39:10
227,Pune,Regular,2025-01-08 01:49:31
228,Chennai,Regular,2020-06-15 19:11:07
229,Remote,Prime,2024-02-26 06:26:12
230,Hyderabad,Business,2022-02-28 03:37:09
231,Mumbai,Prime,2023-04-10 08:35:53
232,Chennai,Prime,2024-11-16 11:30:36
233,Chennai,Business,2020-10-31 01:41:03
234,Kolkata,Regular,2021-05-08 03:17:02
235,Delhi,Regular,2020-02-27 17:48:37
236,Hyderabad,Regular,2020-11-28 18:10:09
237,Chennai,Business,2021-07-19 07:09:02
238,Ahmedabad,Prime,2023-06-29 07:46:19
239,Ahmedabad,Regular,2022-08-01 08:59:05
240,Delhi,Regular,2021-11-05 19:55:48
241,Chennai,Regular,2021-06-02 18:33:36
242,Remote,Prime,2020-10-09 14:38:23
243,Delhi,Regular,2021-06-02 18:01:46
244,Delhi,Business,2024-01-29 11:12:33
245,Mumbai,Regular,2021-05-03 07:06:56
246,Mumbai,Prime,2022-10-11 22:27:38
247,Lucknow,Regular,2025-06-19 18:28:10
248,Hyderabad,Regular,2024-09-05 13:22:05
249,Bengaluru,Regular,2023-09-10 12:38:38
250,Delhi,Regular,2023-12-16 06:11:53
251,Mumbai,Regular,2020-05-27 08:31:49
252,Pune,Prime,2021-05-11 02:39:38
253,Lucknow,Prime,2021-06-25 18:27:55
254,Chennai,Regular,2020-04-24 13:49:40
255,Hyderabad,Regular,2022-06-19 20:26:57
256,Chennai,Prime,2023-12-16 15:31:44
257,Lucknow,Regular,2020-11-24 11:10:28
258,Kolkata,Prime,2025-02-10 04:59:08
259,Ahmedabad,Prime,2023-01-05 21:01:18
260,Hyderabad,Prime,2023-08-07 21:42:11
261,Ahmedabad,Regular,2025-06-25 11:06:34
262,Pune,Prime,2024-01-09 05:03:53
263,Chennai,Prime,2023-01-24 21:00:15
264,Kolkata,Regular,2022-07-02 15:26:08
265,Pune,Regular,2023-09-03 20:19:16
266,Bengaluru,Regular,2021-02-10 00:59:37
267,Chennai,Regular,2022-11-30 05:53:06
268,Lucknow,Regular,2023-11-18 20:43:08
269,Kolkata,Regular,2023-07-24 19:43:54
270,Hyderabad,Regular,2022-01-07 02:30:04
271,Kolkata,Regular,2024-01-03 19:37:09
272,Chennai,Regular,2024-05-18 01:58:31
273,Mumbai,Regular,2024-09-16 07:38:25
274,Pune,Prime,2021-05-03 22:51:14
275,Kolkata,Regular,2023-03-30 10:16:34
276,Ahmedabad,Prime,2023-10-29 20:06:56
277,Pune,Regular,2023-12-16 01:20:29
278,Ahmedabad,Regular,2021-02-02 20:34:38
279,Kolkata,Business,2025-04-25 17:12:05
280,Mumbai,Prime,2021-09-23 07:01:25
281,Pune,Regular,2021-07-02 16:25:13
282,Lucknow,Prime,2020-01-07 03:55:14
283,Pune,Regular,2020-08-07 16:14:25
284,Hyderabad,Prime,2021-05-13 18:42:34
285,Kolkata,Regular,2023-11-29 06:03:56
286,Bengaluru,Prime,2024-06-24 13:41:41
287,Chennai,Regular,2021-01-27 14:33:11
288,Delhi,Regular,2021-03-30 09:50:52
289,Remote,Business,2023-10-10 22:16:04
290,Bengaluru,Regular,2021-03-09 09:41:13
291,Ahmedabad,Regular,2021-05-07 20:22:35
292,Lucknow,Regular,2021-05-11 07:18:28
293,Lucknow,Regular,2022-02-12 03:21:40
294,Remote,Prime,2024-10-26 10:49:30
295,Mumbai,Regular,2023-06-05 01:19:45
296,Hyderabad,Regular,2021-04-23 23:20:57
297,Chennai,Prime,2020-04-08 04:10:24
298,Bengaluru,Regular,2020-07-25 10:31:30
299,Delhi,Business,2022-09-11 01:26:23
300,Pune,Regular,2023-05-29 12:19:18
301,Remote,Prime,2020-09-22 04:01:58
302,Mumbai,Regular,2020-08-28 21:30:07
303,Lucknow,Prime,2022-08-26 02:10:09
304,Delhi,Regular,2024-07-08 18:46:54
305,Lucknow,Regular,2022-08-31 19:45:04
306,Kolkata,Regular,2020-12-06 18:30:34
307,Remote,Regular,2024-03-18 09:37:42
308,Mumbai,Regular,2021-09-26 17:13:36
309,Pune,Regular,2021-08-05 07:24:08
310,Ahmedabad,Business,2020-10-22 00:05:53
311,Mumbai,Regular,2023-05-09 15:41:28
312,Chennai,Prime,2022-05-28 19:05:18
313,Pune,Regular,2023-10-01 18:29:10
314,Bengaluru,Regular,2022-04-13 19:13:01
315,Mumbai,Regular,2024-10-20 23:00:13
316,Pune,Prime,2024-11-12 11:42:43
317,Bengaluru,Regular,2023-08-06 02:01:01
318,Mumbai,Prime,2024-12-11 15:22:03
319,Delhi,Business,2023-11-10 03:02:01
320,Ahmedabad,Regular,2023-07-03 06:20:18
321,Delhi,Regular,2025-06-01 01:09:14
322,Chennai,Regular,2023-05-12 12:05:55
323,Pune,Regular,2021-09-19 22:02:47
324,Bengaluru,Regular,2024-06-18 20:35:12
325,Kolkata,Business,2021-10-10 11:25:50
326,Mumbai,Prime,2020-07-23 15:11:30
327,Kolkata,Business,2025-04-29 01:13:47
328,Mumbai,Regular,2021-09-11 14:40:29
329,Chennai,Regular,2020-11-07 20:53:48
330,Kolkata,Regular,2022-08-17 21:45:41
331,Bengaluru,Regular,2022-01-03 07:36:31
332,Hyderabad,Prime,2022-03-02 23:19:06
333,Delhi,Prime,2021-06-06 22:00:14
334,Bengaluru,Regular,2023-11-07 12:40:53
335,Lucknow,Regular,2022-02-14 01:14:43
336,Remote,Regular,2024-11-02 15:35:35
337,Chennai,Prime,2024-10-23 02:18:53
338,Ahmedabad,Regular,2023-04-17 04:13:00
339,Mumbai,Regular,2023-06-22 05:01:18
340,Bengaluru,Regular,2022-01-23 03:44:38
341,Kolkata,Prime,2021-08-30 10:08:24
342,Remote,Prime,2021-06-24 18:40:27
343,Hyderabad,Regular,2023-09-04 13:25:19
344,Lucknow,Regular,2023-04-30 04:15:08
345,Kolkata,Regular,2023-11-03 22:57:47
346,Delhi,Regular,2020-10-22 16:41:56
347,Hyderabad,Regular,2021-12-20 14:29:43
348,Remote,Prime,2025-08-06 14:48:46
349,Pune,Regular,2024-03-31 18:02:14
350,Pune,Regular,2023-01-20 18:03:24
351,Remote,Regular,2022-02-21 18:00:43
352,Pune,Regular,2022-05-15 04:10:53
353,Chennai,Regular,2025-01-14 03:01:39
354,Bengaluru,Regular,2020-09-08 18:11:39
355,Mumbai,Regular,2021-12-30 20:59:28
356,Bengaluru,Regular,2020-07-23 05:00:09
357,Lucknow,Business,2022-05-21 09:46:57
358,Bengaluru,Prime,2023-08-25 20:46:14
359,Bengaluru,Regular,2023-09-20 17:35:37
360,Delhi,Regular,2025-05-10 21:52:17
361,Mumbai,Regular,2022-12-05 04:51:07
362,Bengaluru,Regular,2022-08-16 06:20:26
363,Mumbai,Regular,2024-10-30 13:12:21
364,Ahmedabad,Regular,2022-10-30 23:54:26
365,Pune,Regular,2023-07-28 12:27:39
366,Kolkata,Prime,2025-07-21 21:13:23
367,Delhi,Regular,2022-06-27 22:09:27
368,Pune,Business,2022-12-28 18:55:45
369,Mumbai,Regular,2025-07-04 12:38:43
370,Pune,Business,2021-06-28 07:23:11
371,Bengaluru,Regular,2021-09-09 23:30:44
372,Kolkata,Regular,2023-08-20 09:58:16
373,Bengaluru,Business,2020-01-13 19:18:44
374,Lucknow,Regular,2025-01-10 05:56:30
375,Bengaluru,Regular,2023-08-22 12:13:12
376,Kolkata,Regular,2022-07-29 06:57:10
377,Hyderabad,Regular,2020-08-19 23:24:15
378,Ahmedabad,Business,2022-05-08 02:37:10
379,Mumbai,Regular,2024-02-04 23:44:50
380,Ahmedabad,Business,2022-05-13 05:54:49
381,Lucknow,Regular,2021-06-04 19:54:18
382,Ahmedabad,Regular,2025-01-15 20:58:02
383,Pune,Regular,2020-01-17 12:39:32
384,Remote,Regular,2022-12-01 23:37:56
385,Delhi,Regular,2023-11-14 22:21:10
386,Kolkata,Prime,2024-01-02 12:45:25
387,Delhi,Regular,2024-03-02 18:21:08
388,Kolkata,Prime,2024-05-20 22:25:36
389,Mumbai,Prime,2023-05-16 23:12:08
390,Ahmedabad,Regular,2023-03-05 21:22:32
391,Mumbai,Prime,2021-03-29 05:01:25
392,Bengaluru,Prime,2020-07-21 12:49:22
393,Bengaluru,Regular,2021-10-22 06:53:25
394,Delhi,Regular,2024-04-06 18:19:43
395,Chennai,Regular,2020-02-07 22:37:51
396,Chennai,Prime,2023-10-10 16:31:43
397,Remote,Regular,2023-12-22 16:39:14
398,Chennai,Regular,2020-06-20 23:09:04
399,Lucknow,Regular,2021-11-11 03:59:52
400,Pune,Regular,2022-02-24 13:00:43
401,Pune,Regular,2025-01-10 01:21:11
402,Bengaluru,Regular,2020-03-25 07:31:11
403,Chennai,Regular,2020-11-16 05:11:43
404,Remote,Regular,2021-10-07 18:04:54
405,Kolkata,Regular,2021-02-09 19:33:23
406,Bengaluru,Regular,2024-09-10 20:40:49
407,Mumbai,Prime,2025-08-13 21:18:40
408,Chennai,Regular,2025-07-23 17:26:48
409,Bengaluru,Regular,2024-05-06 02:58:41
410,Chennai,Regular,2020-03-15 13:20:59
411,Lucknow,Prime,2025-05-30 05:49:34
412,Remote,Regular,2022-01-07 17:10:21
413,Delhi,Regular,2023-03-31 20:52:46
414,Hyderabad,Prime,2022-03-23 05:59:11
415,Remote,Regular,2020-08-24 07:42:51
416,Chennai,Regular,2023-03-17 04:12:31
417,Mumbai,Regular,2025-05-28 18:51:09
418,Mumbai,Regular,2024-02-25 14:34:15
419,Delhi,Prime,2022-06-07 14:10:52
420,Ahmedabad,Regular,2021-01-18 00:44:47
421,Mumbai,Prime,2022-05-24 18:18:03
422,Bengaluru,Regular,2025-02-01 08:40:06
423,Mumbai,Regular,2024-11-28 06:37:58
424,Hyderabad,Regular,2025-05-06 16:28:29
425,Delhi,Regular,2021-07-08 12:01:41
426,Bengaluru,Regular,2025-03-19 20:53:45
427,Chennai,Prime,2024-12-26 14:10:47
428,Remote,Business,2021-12-23 07:45:59
429,Delhi,Regular,2025-07-28 15:13:31
430,Hyderabad,Regular,2024-09-13 21:11:10
431,Pune,Regular,2020-07-21 09:55:18
432,Hyderabad,Prime,2022-12-08 16:45:37
433,Kolkata,Business,2021-09-26 07:22:14
434,Kolkata,Prime,2024-07-31 03:57:30
435,Pune,Regular,2024-04-16 23:09:22
436,Lucknow,Business,2021-06-27 06:15:08
437,Mumbai,Regular,2024-01-21 10:48:20
438,Remote,Regular,2020-08-05 13:35:50
439,Ahmedabad,Regular,2023-08-13 22:59:15
440,Ahmedabad,Prime,2020-10-31 18:12:36
441,Remote,Prime,2025-07-07 06:36:10
442,Hyderabad,Prime,2025-02-02 20:47:34
443,Pune,Prime,2022-02-27 00:45:54
444,Pune,Regular,2022-03-17 07:37:15
445,Chennai,Prime,2021-07-18 21:12:39
446,Delhi,Regular,2020-05-20 05:51:09
447,Bengaluru,Regular,2024-11-29 19:52:58
448,Kolkata,Regular,2020-09-13 08:16:57
449,Ahmedabad,Business,2024-07-26 00:30:40
450,Mumbai,Business,2025-06-21 22:09:28
451,Bengaluru,Regular,2024-03-27 01:50:27
452,Hyderabad,Regular,2020-11-03 17:12:23
453,Chennai,Regular,2025-03-23 09:56:11
454,Bengaluru,Regular,2020-12-01 05:00:07
455,Chennai,Regular,2023-06-08 16:26:17
456,Ahmedabad,Regular,2021-04-25 03:43:38
457,Ahmedabad,Regular,2024-04-15 17:43:54
458,Mumbai,Regular,2024-03-21 08:14:45
459,Pune,Regular,2022-10-04 22:52:14
460,Hyderabad,Regular,2025-07-27 07:16:26
461,Lucknow,Regular,2020-01-15 05:38:37
462,Remote,Prime,2020-02-06 19:29:16
463,Mumbai,Prime,2020-08-16 12:00:11
464,Ahmedabad,Prime,2020-04-27 15:01:03
465,Delhi,Regular,2020-05-03 07:00:54
466,Pune,Regular,2022-07-17 04:41:35
467,Remote,Business,2024-11-08 17:23:24
468,Delhi,Regular,2024-10-01 09:26:03
469,Mumbai,Regular,2022-08-02 19:18:24
470,Bengaluru,Prime,2024-10-07 08:52:04
471,Lucknow,Regular,2023-01-04 06:45:35
472,Chennai,Regular,2020-06-14 02:04:49
473,Remote,Regular,2024-02-18 05:49:54
474,Remote,Regular,2025-01-23 07:25:03
475,Mumbai,Regular,2023-04-07 01:30:22
476,Remote,Regular,2020-05-30 01:08:42
477,Chennai,Regular,2023-02-12 17:44:27
478,Chennai,Prime,2020-08-01 17:36:50
479,Delhi,Business,2023-03-30 00:16:21
480,Bengaluru,Prime,2024-10-27 04:21:46
481,Chennai,Regular,2021-04-29 18:19:38
482,Lucknow,Prime,2023-08-28 00:02:06
483,Remote,Regular,2021-07-30 17:36:49
484,Delhi,Regular,2024-07-11 19:40:43
485,Ahmedabad,Regular,2024-09-13 14:01:41
486,Delhi,Prime,2024-03-02 05:59:48
487,Lucknow,Regular,2024-10-27 04:50:41
488,Pune,Business,2020-11-01 14:39:05
489,Delhi,Prime,2020-10-27 08:45:03
490,Ahmedabad,Regular,2022-09-07 01:00:17
491,Chennai,Prime,2024-04-14 22:34:09
492,Kolkata,Regular,2021-01-11 21:40:24
493,Kolkata,Regular,2023-08-22 19:57:44
494,Kolkata,Regular,2020-05-10 12:45:44
495,Pune,Prime,2024-09-22 14:57:21
496,Ahmedabad,Prime,2023-05-20 10:11:21
497,Lucknow,Regular,2021-08-30 18:38:41
498,Mumbai,Regular,2024-10-28 23:09:27
499,Kolkata,Regular,2023-12-30 20:12:12
500,Mumbai,Regular,2020-10-07 18:01:49
501,Pune,Business,2024-04-08 00:30:52
502,Mumbai,Prime,2021-03-07 11:38:13
503,Remote,Prime,2021-04-29 08:50:17
504,Pune,Prime,2023-10-26 00:58:04
505,Mumbai,Prime,2020-01-09 05:40:34
506,Delhi,Regular,2021-10-11 13:05:42
507,Kolkata,Regular,2021-11-19 18:06:27
508,Bengaluru,Regular,2023-02-12 13:37:55
509,Hyderabad,Prime,2024-09-12 10:34:24
510,Pune,Regular,2020-06-07 00:25:53
511,Chennai,Prime,2023-06-22 17:30:06
512,Hyderabad,Prime,2024-08-03 19:58:35
513,Lucknow,Prime,2023-04-25 15:26:51
514,Pune,Regular,2025-07-18 15:03:08
515,Pune,Regular,2021-08-17 19:01:59
516,Mumbai,Regular,2020-08-22 11:52:26
517,Pune,Prime,2024-09-13 01:11:51
518,Kolkata,Prime,2025-02-07 17:18:38
519,Ahmedabad,Regular,2020-09-01 17:58:52
520,Ahmedabad,Regular,2024-06-20 19:02:57
521,Lucknow,Prime,2023-08-26 17:31:10
522,Remote,Regular,2020-11-23 23:44:06
523,Bengaluru,Business,2021-05-03 02:18:26
524,Remote,Regular,2022-06-16 02:50:22
525,Kolkata,Business,2024-06-29 14:19:01
526,Kolkata,Regular,2023-01-30 13:14:56
527,Delhi,Regular,2023-12-21 19:39:42
528,Ahmedabad,Regular,2021-04-11 19:18:24
529,Hyderabad,Prime,2025-02-15 01:57:51
530,Chennai,Regular,2021-04-07 11:03:27
531,Pune,Prime,2025-05-06 22:49:14
532,Bengaluru,Regular,2024-11-03 12:13:29
533,Chennai,Business,2025-08-21 02:06:52
534,Remote,Regular,2024-03-11 21:44:06
535,Chennai,Regular,2021-05-14 22:24:18
536,Delhi,Regular,2022-11-10 19:06:25
537,Bengaluru,Regular,2024-09-15 00:01:31
538,Bengaluru,Regular,2025-08-04 09:14:57
539,Delhi,Regular,2020-10-30 10:34:36
540,Kolkata,Prime,2020-12-08 18:40:44
541,Delhi,Regular,2020-09-07 09:21:42
542,Kolkata,Regular,2024-09-13 00:01:31
543,Hyderabad,Regular,2024-11-07 11:21:37
544,Lucknow,Regular,2021-02-18 07:58:26
545,Kolkata,Regular,2024-03-04 02:56:29
546,Chennai,Prime,2022-09-14 04:23:55
547,Kolkata,Regular,2022-09-15 17:05:42
548,Lucknow,Prime,2020-09-06 14:20:16
549,Remote,Regular,2021-01-18 14:06:22
550,Pune,Regular,2021-09-04 18:41:47
551,Delhi,Business,2020-02-04 06:24:17
552,Pune,Regular,2024-12-30 02:13:50
553,Delhi,Regular,2024-08-11 15:52:32
554,Hyderabad,Regular,2021-08-17 06:59:37
555,Ahmedabad,Prime,2021-10-08 21:44:16
556,Chennai,Regular,2022-11-23 01:29:50
557,Chennai,Business,2024-06-27 13:13:32
558,Remote,Regular,2021-09-08 16:01:23
559,Ahmedabad,Regular,2021-01-26 01:29:35
560,Ahmedabad,Regular,2022-08-16 09:53:24
561,Delhi,Regular,2023-02-23 08:15:35
562,Chennai,Regular,2023-02-12 02:16:43
563,Chennai,Prime,2024-10-22 01:15:56
564,Ahmedabad,Prime,2025-07-12 19:21:46
565,Delhi,Regular,2024-10-21 04:52:05
