product_id,category,sub_category,brand,cost,price
141,Grocery,SubB,Brand_49,8.76,10.62
142,Electronics,SubA,Brand_9,11.19,15.87
143,Sports,SubC,Brand_36,10.21,15.51
144,Grocery,SubA,Brand_19,12.4,21.37
145,Grocery,SubC,Brand_1,17.13,27.62
146,Books,SubD,Brand_10,9.22,11.68
147,Home,SubB,Brand_36,6.58,8.48
148,Home,SubA,Brand_9,23.4,34.09
149,Electronics,SubC,Brand_45,16.97,22.36
150,Grocery,SubA,Brand_46,13.51,16.44
151,Home,SubA,Brand_42,21.55,36.27
152,Home,SubB,Brand_32,5.09,6.17
153,Electronics,SubD,Brand_32,25.35,43.05
154,Home,SubA,Brand_6,13.76,17.7
155,Beauty,SubC,Brand_48,24.81,44.28
156,Fashion,SubC,Brand_38,28.66,44.78
157,Books,SubD,Brand_17,55.36,90.85
158,Fashion,SubC,Brand_10,21.94,27.78
159,Electronics,SubD,Brand_50,52.24,89.71
160,Sports,SubC,Brand_27,14.97,25.5
161,Books,SubB,Brand_50,15.63,24.88
162,Electronics,SubA,Brand_35,18.43,27.67
163,Grocery,SubB,Brand_21,40.14,65.54
164,Sports,SubA,Brand_25,35.29,42.47
165,Fashion,SubA,Brand_28,22.59,35.14
166,Electronics,SubA,Brand_47,6.62,11.31
167,Grocery,SubB,Brand_15,34.73,49.11
168,Books,SubA,Brand_4,9.21,11.65
169,Books,SubB,Brand_29,8.77,12.74
170,Toys,SubD,Brand_9,7.18,11.75
171,Grocery,SubC,Brand_27,18.56,23.47
172,Beauty,SubC,Brand_26,59.52,78.78
173,Home,SubA,Brand_19,8.39,10.81
174,Sports,SubB,Brand_28,90.6,152.04
175,Grocery,SubC,Brand_17,45.36,56.14
176,Toys,SubB,Brand_43,5.35,8.62
177,Home,SubB,Brand_41,14.17,20.12
178,Home,SubA,Brand_42,7.84,12.96
179,Electronics,SubC,Brand_50,36.39,64.72
180,Home,SubA,Brand_20,8.22,10.43
181,Beauty,SubA,Brand_45,4.65,6.46
182,Books,SubC,Brand_40,14.92,25.16
183,Toys,SubC,Brand_39,57.29,77.9
184,Home,SubD,Brand_49,16.82,22.35
185,Electronics,SubD,Brand_23,28.63,48.53
186,Beauty,SubB,Brand_47,29.64,53.12
187,Fashion,SubC,Brand_32,5.13,7.87
188,Books,SubD,Brand_47,8.9,12.16
189,Books,SubB,Brand_33,20.12,28.96
190,Toys,SubB,Brand_46,12.11,15.77
191,Books,SubB,Brand_5,92.73,153.67
192,Home,SubD,Brand_43,6.62,11.02
193,Electronics,SubC,Brand_48,8.82,15.22
194,Books,SubA,Brand_34,25.98,31.59
195,Books,SubB,Brand_40,11.37,17.48
196,Fashion,SubD,Brand_11,1.48,1.97
197,Fashion,SubD,Brand_50,114.09,160.24
198,Sports,SubA,Brand_3,7.61,12.72
199,Beauty,SubA,Brand_33,33.13,43.57
200,Home,SubD,Brand_11,6.47,10.24
201,Books,SubC,Brand_16,9.2,14.65
202,Grocery,SubA,Brand_18,4.64,8.22
203,Books,SubD,Brand_30,10.26,17.08
204,Electronics,SubA,Brand_48,11.2,18.84
205,Sports,SubC,Brand_10,17.75,26.96
206,Beauty,SubB,Brand_18,14.3,18.76
207,Grocery,SubA,Brand_38,5.47,7.96
208,Sports,SubC,Brand_19,12.48,19.09
209,Toys,SubD,Brand_36,73.56,118.21
210,Beauty,SubA,Brand_13,66.11,103.44
211,Books,SubA,Brand_46,30.14,43.29
212,Books,SubD,Brand_3,36.33,49.38
213,Beauty,SubB,Brand_10,127.8,166.26
214,Books,SubD,Brand_38,33.44,54.05
215,Home,SubA,Brand_1,35.71,56.68
216,Beauty,SubD,Brand_27,4.89,7.88
217,Sports,SubC,Brand_46,7.35,10.46
218,Beauty,SubD,Brand_8,19.42,26.36
219,Grocery,SubA,Brand_46,9.67,16.01
220,Books,SubD,Brand_42,8.15,13.56
221,Home,SubB,Brand_17,9.04,13.32
222,Home,SubD,Brand_9,5.55,8.7
223,Toys,SubB,Brand_6,9.81,13.97
224,Sports,SubC,Brand_43,27.15,44.01
225,Fashion,SubB,Brand_25,100.73,171.39
226,Fashion,SubD,Brand_39,40.98,66.1
227,Beauty,SubA,Brand_49,35.46,53.46
228,Toys,SubB,Brand_28,4.64,6.84
229,Electronics,SubC,Brand_33,22.27,35.31
230,Beauty,SubB,Brand_37,18.83,30.28
231,Toys,SubB,Brand_9,25.98,39.89
232,Sports,SubB,Brand_18,14.46,22.77
233,Sports,SubC,Brand_21,89.26,112.28
234,Sports,SubD,Brand_2,20.97,37.14
235,Sports,SubB,Brand_43,22.9,38.35
236,Sports,SubB,Brand_38,3.42,4.87
237,Toys,SubA,Brand_40,18.17,27.94
238,Toys,SubC,Brand_36,56.26,69.11
239,Home,SubB,Brand_50,32.98,40.39
240,Grocery,SubC,Brand_43,2.87,3.88
241,Fashion,SubB,Brand_37,13.34,21.53
242,Books,SubD,Brand_15,95.05,162.66
243,Sports,SubD,Brand_28,17.46,26.81
244,Electronics,SubB,Brand_18,26.73,40.61
245,Books,SubD,Brand_34,85.87,123.77
246,Toys,SubB,Brand_22,17.4,22.57
247,Electronics,SubD,Brand_11,40.76,51.81
248,Electronics,SubA,Brand_13,28.96,47.97
249,Electronics,SubA,Brand_4,35.11,61.67
250,Home,SubA,Brand_22,28.14,41.51
251,Toys,SubC,Brand_7,12.22,19.5
252,Electronics,SubC,Brand_43,13.37,23.38
253,Sports,SubA,Brand_24,9.27,11.63
254,Beauty,SubC,Brand_4,4.57,7.6
255,Electronics,SubD,Brand_28,61.3,96.25
256,Home,SubB,Brand_15,20.18,31.46
257,Books,SubB,Brand_1,58.58,80.58
258,Toys,SubB,Brand_3,81.82,131.76
259,Grocery,SubA,Brand_14,20.99,35.2
260,Home,SubC,Brand_38,6.13,7.77
261,Electronics,SubD,Brand_50,16.76,25.48
262,Toys,SubD,Brand_1,10.93,13.78
263,Beauty,SubA,Brand_38,3.37,5.81
264,Electronics,SubD,Brand_38,12.73,19.15
265,Home,SubD,Brand_21,18.75,31.59
266,Fashion,SubD,Brand_48,11.21,15.93
267,Sports,SubD,Brand_29,9.99,12.74
268,Grocery,SubC,Brand_5,6.33,7.75
269,Books,SubD,Brand_49,23.86,32.66
270,Home,SubB,Brand_10,107.56,144.83
271,Toys,SubA,Brand_28,63.21,97.1
272,Grocery,SubC,Brand_21,36.02,43.69
273,Grocery,SubD,Brand_50,36.73,55.55
274,Grocery,SubC,Brand_7,17.75,25.47
275,Electronics,SubD,Brand_3,3.94,6.09
276,Sports,SubB,Brand_45,14.34,23.25
277,Electronics,SubA,Brand_47,8.36,13.21
278,Toys,SubD,Brand_20,22.99,41.17
279,Electronics,SubD,Brand_19,60.68,77.85
280,Fashion,SubD,Brand_35,118.13,172.21
281,Sports,SubD,Brand_4,21.2,30.84
282,Sports,SubA,Brand_5,4.46,6.47
283,Toys,SubA,Brand_1,21.16,33.82
284,Books,SubB,Brand_4,21.68,32.39
285,Fashion,SubA,Brand_12,36.84,55.65
286,Home,SubD,Brand_27,19.66,28.69
287,Electronics,SubB,Brand_42,21.23,38.11
288,Beauty,SubB,Brand_23,11.32,19.88
289,Electronics,SubB,Brand_25,15.1,20.91
290,Grocery,SubD,Brand_21,31.74,40.21
291,Electronics,SubC,Brand_24,3.28,5.59
292,Home,SubD,Brand_25,15.03,27.03
293,Electronics,SubA,Brand_45,37.15,51.1
294,Fashion,SubA,Brand_46,87.57,123.88
295,Fashion,SubD,Brand_32,13.97,24.66
296,Sports,SubD,Brand_32,58.12,94.54
297,Toys,SubB,Brand_5,91.54,126.09
298,Books,SubD,Brand_36,14.14,21.9
299,Beauty,SubB,Brand_46,12.1,21.38
300,Grocery,SubA,Brand_42,16.98,28.65
301,Electronics,SubB,Brand_49,18.58,30.57
302,Electronics,SubD,Brand_42,53.38,87.66
303,Home,SubA,Brand_39,9.97,13.03
304,Toys,SubC,Brand_16,79.84,135.31
305,Fashion,SubB,Brand_33,9.73,13.29
306,Beauty,SubA,Brand_49,6.41,11.27
307,Sports,SubB,Brand_21,32.04,45.46
308,Fashion,SubA,Brand_9,60.54,103.8
309,Grocery,SubA,Brand_6,23.49,31.94
310,Toys,SubB,Brand_45,29.59,44.64
311,Grocery,SubC,Brand_35,116.12,146.79
312,Books,SubA,Brand_39,61.31,97.86
313,Sports,SubA,Brand_22,20.56,34.99
314,Books,SubA,Brand_41,13.57,22.13
315,Home,SubC,Brand_5,53.59,81.13
316,Grocery,SubC,Brand_42,42.19,51.77
317,Home,SubD,Brand_23,29.15,51.31
318,Electronics,SubB,Brand_17,14.9,24.19
319,Books,SubC,Brand_12,18.67,30.76
320,Toys,SubB,Brand_23,17.51,29.36
321,Grocery,SubD,Brand_16,15.13,24.94
322,Beauty,SubB,Brand_3,11.64,17.05
323,Sports,SubC,Brand_30,25.39,41.64
324,Fashion,SubB,Brand_22,11.18,17.61
325,Toys,SubC,Brand_9,23.46,40.17
326,Toys,SubB,Brand_29,3.02,5.08
327,Home,SubC,Brand_47,11.66,14.28
328,Books,SubC,Brand_37,53.74,76.7
329,Grocery,SubB,Brand_23,8.89,10.85
330,Grocery,SubD,Brand_13,34.08,42.98
331,Electronics,SubA,Brand_32,9.58,14.95
332,Electronics,SubD,Brand_46,40.2,69.32
333,Sports,SubB,Brand_47,15.31,19.47
334,Home,SubD,Brand_48,14.77,21.72
335,Toys,SubC,Brand_23,21.0,36.68
336,Grocery,SubA,Brand_45,5.97,10.08
337,Beauty,SubB,Brand_17,47.97,72.52
338,Home,SubB,Brand_40,64.64,107.49
339,Sports,SubB,Brand_21,14.46,21.89
340,Sports,SubA,Brand_2,32.06,41.51
341,Home,SubC,Brand_37,40.32,51.4
342,Sports,SubB,Brand_6,18.42,24.19
343,Home,SubD,Brand_44,7.38,10.41
344,Fashion,SubB,Brand_18,83.97,147.65
345,Home,SubB,Brand_30,14.05,23.6
346,Books,SubB,Brand_22,11.56,16.87
347,Home,SubB,Brand_33,87.41,130.75
348,Sports,SubC,Brand_30,34.63,47.07
349,Grocery,SubD,Brand_17,25.21,40.91
350,Books,SubC,Brand_43,8.35,14.04
351,Sports,SubD,Brand_32,41.19,55.33
352,Electronics,SubB,Brand_42,271.13,332.16
353,Electronics,SubA,Brand_14,44.18,69.55
354,Grocery,SubC,Brand_10,31.26,48.06
355,Grocery,SubA,Brand_47,38.27,55.16
356,Books,SubC,Brand_36,14.89,23.62
357,Fashion,SubB,Brand_34,14.76,22.59
358,Grocery,SubC,Brand_9,14.59,19.7
359,Electronics,SubB,Brand_42,11.92,17.15
360,Home,SubC,Brand_28,14.56,21.21
361,Sports,SubB,Brand_11,14.5,25.06
362,Electronics,SubB,Brand_14,16.05,28.51
363,Electronics,SubD,Brand_39,15.65,27.17
364,Fashion,SubB,Brand_47,24.89,40.61
365,Books,SubD,Brand_19,21.47,33.3
366,Books,SubB,Brand_15,23.25,37.52
367,Toys,SubA,Brand_28,78.71,138.8
368,Fashion,SubB,Brand_24,21.43,28.93
369,Home,SubA,Brand_8,146.28,222.5
370,Books,SubA,Brand_43,27.47,44.33
371,Sports,SubB,Brand_9,13.37,21.49
372,Grocery,SubA,Brand_47,67.38,91.06
373,Fashion,SubD,Brand_33,18.62,28.9
374,Grocery,SubC,Brand_33,2.32,3.89
375,Electronics,SubB,Brand_19,19.93,29.6
376,Sports,SubA,Brand_3,15.98,26.78
377,Sports,SubB,Brand_10,84.91,120.23
378,Electronics,SubD,Brand_40,8.92,15.73
379,Fashion,SubB,Brand_47,14.83,22.55
380,Electronics,SubB,Brand_42,62.59,97.49
381,Grocery,SubA,Brand_1,28.52,34.76
382,Toys,SubD,Brand_29,17.14,22.32
383,Sports,SubC,Brand_50,10.12,15.99
384,Beauty,SubC,Brand_34,27.45,39.86
385,Beauty,SubA,Brand_13,19.48,29.32
386,Grocery,SubB,Brand_1,10.02,12.4
387,Home,SubA,Brand_34,10.5,17.86
388,Books,SubA,Brand_29,9.61,16.06
389,Electronics,SubA,Brand_48,8.19,10.74
390,Electronics,SubB,Brand_47,46.36,73.28
391,Home,SubD,Brand_13,41.07,69.45
392,Home,SubA,Brand_48,46.43,73.57
393,Grocery,SubB,Brand_49,20.08,27.84
394,Grocery,SubD,Brand_29,16.08,25.63
395,Home,SubA,Brand_39,16.34,21.67
396,Sports,SubC,Brand_24,50.14,69.74
397,Grocery,SubD,Brand_26,3.89,5.23
398,Toys,SubA,Brand_17,12.59,19.32
399,Grocery,SubD,Brand_7,9.0,11.38
400,Electronics,SubD,Brand_13,68.01,119.7
401,Grocery,SubD,Brand_5,13.01,18.22
402,Sports,SubD,Brand_26,4.59,6.11
403,Home,SubD,Brand_49,24.45,36.62
404,Electronics,SubD,Brand_3,14.33,19.58
405,Grocery,SubA,Brand_7,12.12,18.43
406,Sports,SubC,Brand_49,11.04,15.56
407,Toys,SubB,Brand_39,10.66,13.64
408,Grocery,SubD,Brand_1,37.84,51.44
409,Sports,SubB,Brand_49,24.46,35.79
410,Toys,SubA,Brand_17,16.74,20.39
411,Home,SubD,Brand_43,7.44,12.37
412,Grocery,SubC,Brand_25,17.18,27.03
413,Toys,SubB,Brand_3,25.29,39.47
414,Electronics,SubD,Brand_15,26.17,39.98
415,Home,SubA,Brand_29,23.12,35.93
416,Electronics,SubC,Brand_43,8.72,15.35
417,Beauty,SubB,Brand_32,2.3,2.77
418,Fashion,SubB,Brand_26,101.03,124.13
419,Grocery,SubD,Brand_16,6.15,8.09
420,Toys,SubC,Brand_25,3.41,4.43
421,Fashion,SubC,Brand_28,22.49,29.43
422,Fashion,SubC,Brand_9,4.3,6.89
423,Toys,SubC,Brand_1,9.69,14.3
424,Home,SubA,Brand_29,32.78,58.84
425,Grocery,SubC,Brand_22,98.61,131.76
426,Beauty,SubB,Brand_16,28.35,39.31
427,Electronics,SubB,Brand_41,13.47,24.12
428,Sports,SubA,Brand_44,19.1,32.45
429,Electronics,SubB,Brand_41,3.93,5.82
430,Sports,SubB,Brand_7,13.33,20.43
431,Electronics,SubC,Brand_14,13.34,22.76
432,Toys,SubB,Brand_29,22.96,34.18
433,Beauty,SubA,Brand_19,114.86,152.03
434,Grocery,SubC,Brand_19,3.5,5.94
435,Sports,SubD,Brand_2,13.86,21.1
436,Grocery,SubC,Brand_41,3.84,4.96
437,Grocery,SubA,Brand_45,12.71,19.11
438,Grocery,SubC,Brand_15,9.19,13.31
439,Books,SubC,Brand_3,5.21,8.99
440,Home,SubA,Brand_11,45.49,58.03
441,Electronics,SubC,Brand_46,25.17,43.42
442,Grocery,SubA,Brand_30,40.94,61.71
443,Electronics,SubA,Brand_40,12.39,17.87
444,Grocery,SubD,Brand_18,18.77,24.35
445,Sports,SubB,Brand_48,84.01,136.14
446,Home,SubB,Brand_2,19.95,35.03
447,Home,SubC,Brand_32,41.38,58.98
448,Toys,SubC,Brand_8,11.47,15.43
449,Books,SubD,Brand_22,38.1,58.4
450,Toys,SubD,Brand_6,12.2,20.47
451,Toys,SubD,Brand_12,3.63,4.36
452,Toys,SubA,Brand_47,19.86,31.36
453,Toys,SubD,Brand_40,13.1,20.41
454,Toys,SubD,Brand_36,4.63,6.44
455,Beauty,SubC,Brand_15,23.76,34.95
456,Home,SubD,Brand_28,8.95,12.07
457,Toys,SubA,Brand_49,323.47,541.47
458,Grocery,SubA,Brand_45,5.35,8.46
459,Home,SubC,Brand_18,6.71,10.2
460,Home,SubD,Brand_2,43.74,62.79
461,Fashion,SubD,Brand_13,17.74,24.39
462,Beauty,SubA,Brand_45,42.95,72.74
463,Toys,SubD,Brand_15,28.17,41.43
464,Electronics,SubD,Brand_20,11.84,17.77
465,Sports,SubD,Brand_29,5.78,8.74
466,Books,SubB,Brand_42,52.44,77.04
467,Grocery,SubC,Brand_29,6.27,8.49
468,Electronics,SubB,Brand_3,33.07,42.07
469,Beauty,SubC,Brand_19,45.73,57.58
470,Sports,SubA,Brand_3,17.84,29.52
471,Beauty,SubD,Brand_14,15.21,20.29
472,Grocery,SubC,Brand_40,8.25,10.18
473,Home,SubB,Brand_4,30.33,50.91
474,Sports,SubD,Brand_11,1.29,1.67
475,Home,SubA,Brand_31,38.09,60.0
476,Grocery,SubC,Brand_43,22.27,31.25
477,Electronics,SubC,Brand_32,16.37,20.89
478,Grocery,SubC,Brand_27,24.87,36.03
479,Electronics,SubD,Brand_30,5.81,7.02
480,Sports,SubB,Brand_43,2.28,3.89
481,Sports,SubB,Brand_2,30.49,45.98
482,Toys,SubC,Brand_49,65.41,83.95
483,Beauty,SubA,Brand_9,4.18,5.61
484,Toys,SubA,Brand_28,7.76,11.4
485,Beauty,SubB,Brand_31,39.36,51.69
486,Toys,SubA,Brand_34,27.63,37.61
487,Home,SubB,Brand_15,287.88,437.76
488,Sports,SubC,Brand_48,52.66,89.5
489,Electronics,SubB,Brand_25,42.42,61.13
490,Beauty,SubB,Brand_36,10.06,16.4
491,Grocery,SubC,Brand_8,32.07,55.35
492,Beauty,SubA,Brand_9,76.83,102.17
493,Electronics,SubB,Brand_37,17.25,29.05
494,Toys,SubB,Brand_48,18.0,29.78
495,Beauty,SubC,Brand_45,22.71,32.12
496,Books,SubA,Brand_39,11.0,19.73
497,Home,SubB,Brand_32,25.48,34.59
498,Sports,SubC,Brand_17,24.91,33.7
499,Electronics,SubB,Brand_35,75.77,126.03
500,Sports,SubD,Brand_37,16.87,24.64
501,Books,SubC,Brand_19,36.71,51.34
502,Beauty,SubA,Brand_44,17.32,22.64
503,Beauty,SubA,Brand_29,35.57,59.02
504,Grocery,SubA,Brand_7,15.97,26.7
505,Books,SubA,Brand_28,33.51,51.6
506,Electronics,SubB,Brand_9,38.52,68.35
507,Grocery,SubB,Brand_28,7.66,10.65
508,Home,SubA,Brand_6,53.94,71.84
509,Grocery,SubA,Brand_29,17.22,27.66
510,Fashion,SubA,Brand_17,13.1,21.68
511,Electronics,SubB,Brand_16,10.56,14.1
512,Fashion,SubA,Brand_23,26.16,32.59
513,Books,SubA,Brand_31,19.92,33.59
514,Toys,SubD,Brand_3,27.92,49.86
515,Fashion,SubD,Brand_21,28.42,45.1
516,Home,SubA,Brand_26,34.59,47.27
517,Grocery,SubC,Brand_36,243.32,437.49
518,Toys,SubA,Brand_42,20.73,35.99
519,Grocery,SubD,Brand_37,10.33,15.58
520,Fashion,SubC,Brand_22,3.25,5.51
521,Grocery,SubC,Brand_42,6.82,11.52
522,Books,SubA,Brand_12,60.8,107.06
523,Toys,SubD,Brand_42,38.23,65.17
524,Books,SubD,Brand_13,5.93,9.41
525,Fashion,SubC,Brand_11,183.74,287.66
526,Books,SubA,Brand_16,26.84,39.73
527,Home,SubB,Brand_8,30.27,47.7
528,Fashion,SubB,Brand_40,150.74,252.81
529,Fashion,SubD,Brand_40,95.7,170.48
530,Fashion,SubB,Brand_45,40.4,59.81
531,Electronics,SubD,Brand_2,42.18,65.13
532,Grocery,SubD,Brand_30,45.89,67.32
533,Electronics,SubD,Brand_30,16.1,25.78
534,Electronics,SubB,Brand_12,25.89,40.85
535,Home,SubD,Brand_10,33.54,40.61
536,Toys,SubC,Brand_44,17.84,27.2
537,Grocery,SubA,Brand_11,8.39,10.51
538,Books,SubA,Brand_15,15.74,19.14
539,Beauty,SubD,Brand_16,8.22,13.77
540,Fashion,SubA,Brand_17,21.19,28.72
541,Books,SubB,Brand_26,4.03,5.66
542,Fashion,SubB,Brand_2,27.19,33.67
543,Home,SubA,Brand_50,4.61,6.03
544,Fashion,SubB,Brand_12,13.91,23.08
545,Electronics,SubA,Brand_26,31.48,47.1
546,Grocery,SubA,Brand_23,40.76,70.45
547,Beauty,SubA,Brand_18,36.63,52.69
548,Sports,SubD,Brand_32,26.67,36.3
549,Fashion,SubA,Brand_49,7.3,10.28
550,Books,SubD,Brand_38,48.34,78.68
551,Electronics,SubA,Brand_47,7.46,11.44
552,Sports,SubA,Brand_3,53.56,93.33
553,Beauty,SubA,Brand_38,35.19,54.94
554,Sports,SubB,Brand_3,67.95,101.64
555,Electronics,SubD,Brand_30,20.45,34.18
556,Grocery,SubD,Brand_1,9.57,16.92
557,Grocery,SubA,Brand_30,6.25,8.83
558,Toys,SubA,Brand_45,6.91,9.33
559,Grocery,SubB,Brand_32,4.58,7.19
560,Toys,SubB,Brand_28,46.69,70.0
561,Sports,SubB,Brand_21,52.27,93.75
562,Home,SubD,Brand_46,32.92,48.64
563,Books,SubD,Brand_13,19.41,24.16
564,Books,SubD,Brand_27,127.82,228.34
565,Sports,SubA,Brand_36,18.31,31.24
566,Fashion,SubD,Brand_7,24.4,31.89
567,Fashion,SubC,Brand_22,19.16,33.39
568,Grocery,SubC,Brand_10,14.75,20.71
569,Books,SubB,Brand_39,35.29,50.33
570,Books,SubD,Brand_15,11.31,19.72
571,Toys,SubC,Brand_15,10.65,16.17
572,Home,SubB,Brand_4,36.93,47.37
573,Electronics,SubD,Brand_32,12.78,18.17
574,Fashion,SubA,Brand_23,22.55,36.83
575,Books,SubC,Brand_6,14.71,19.19
